Date,Tweet,User,Location,Belief,Keywords_used
11/16/2020,Who from London is in need of a corona virus protection card escorting doctors and lawyers first class on trumps ass,b'Cj_nigerian_419',"b'Lights, Camera -Action'",.,keywords
11/16/2020,Today Rob amp I talked about our first date having live music but no one was dancing then corona happened As soon as we pulled up to his house he blasted that exact Duelo song playing that night opened my car door and asked me to dance We danced it outside his house tonight,b'Angieee956',"b'Laredo, TX'",.,keywords
11/16/2020,ChrisFCarson RealEricCarmen elonmusk Like I said no proof of isolated and purified novel Corona virus in any of these papers,b'StevenJSmithMD',b'',.,keywords
11/16/2020,chillwig chopaganda Crust game is immaterial if you havent figured out your oven game If your oven doesnt go above 500 and youre putting a thin crust pizza on a pizza stone hoping to get a corona baking steel was a game changer,b'chaspatrizia',b'',.,keywords
11/16/2020,went to church for the first time since corona in march and God rlly knew what i needed to hear and sent a sermon down for me,b'Fawn_schott',"b'Texas, USA'",.,keywords
11/16/2020,I havent seen heartednotes in an entire year thanks to corona so pls stay inside and wear a damn mask,b'Kennedytaylor11',"b'Lodi, CA'",.,keywords
11/16/2020,fatbellybella Suddenly I wanna know exactly which fights A The ones folks carelessly had as youth not me My mom would beat my backside wasting her moneyB When the presidont went to hurricane ravaged Puerto Rico and tossed supplies to the people C Corona madness,b'QueenBabyChick',b'Calif',.,keywords
11/16/2020,josh is burrito and im corona adidas,b'cohkainee',b'MOON ',.,keywords
11/16/2020,realDonaldTrump You did NOTHING to contain the Corona Virus and now it is surging out of control In silence you watched over 240000 of us die President Biden has a plan to protect us the only barrier is YOU Give him access to the daily briefings Give him access to Dr Fauci NOW,b'altakaker',b'',.,keywords
11/16/2020,keeerin OmmyOtter WheretheT rhondarenee1981 MBennett9 No covid is a type of virus Covid is in the corona family of virus related to what is called the common cold Viruses mutate and we coevolve wirh thousands of viruses Tens of thousands of different iterations of virus Are you credentialed,b'ecocentrism1',"b'Orlando, FL'",.,keywords
11/16/2020,I dont understand why Trump is withholding access to Corona Virus Task Force and PDB he isnt using either,b'christo4ferris',"b'iPhone: 42.285965,-71.607788'",.,keywords
11/16/2020,The next civil war will be people who will rise up against corona virus restrictions and people who wont,b'tankdpk',"b'Coachella, CA'",.,keywords
11/16/2020,corona cases are rising like hell AGAIN please put yall masks on andor pull them up off your chins,b'x_mackenziee',"b'Baton Rouge, LA'",.,keywords
11/16/2020,Cardinals about to go to old town and get corona now,b'therealroflsup',"b'Chandler, AZ'",.,keywords
11/16/2020,I barely know anyone in Tampa and its sad that the few stop talking to me because I had corona as if thats a death penalty None of them asked if I was fine they just said they couldnt risk their health over a friendship Its been 2 months since I miss having friends,b'ChristyMi92',"b'Tampa, FL'",.,keywords
11/16/2020,thotimusprimee I ball on these bitches like and oneSwish bitch Im the shitQC the clique we rich as a bitchYeah ayy Miami Im lit Patek on my wristFollow the drip my jewelry sick icePneumonia pink diamonds got the corona ugh ugh,b'xxvnyc',"b'New York, NY'",.,keywords
11/15/2020,You can not PLEA to PLLEEASSSEEE what your people SEEEEEE You if you the pupil use your pupils to observe the wisdom of the prophet Youre corona will perceive the PROFIT you REceive But have faith dont just Believe Because to BELIEVE is to BEEE the LIEEE and not LIVVEE,b'Eric_S_Thomas',b'Detroit',.,keywords
11/15/2020,I often call myself an asshole and people noooo youre not Then I say something along the lines of Id happily watch another season of entourage especially one where vinny catches corona because turtle snuck out to get bitches,b'aWhirlydoodle',"b'San Antonio, TX'",.,keywords
11/15/2020,Thinking about traveling but not sure if it can be done during Corona Here are a few tips from someone whos traveled during COVID and made it back safely travel LeaveToday traveltips amwriting Bloggers,b'leave2day',"b'Bay Area, CA'",.,keywords
11/15/2020,ibToast Tito305Sports They should only be top 10 bc of corona and some teams ahead of them that didnt even play a full schedule should be behind,b'gvpFLA',"b'Murray, UT'",.,keywords
11/15/2020,elonmusk A better question would be how do we stop the spread of corona And how do we cure it,b'wyattjamesjones',b'',.,keywords
11/15/2020,I hope corona gets me and I de before my birthday,b'margobommer',"b'Tacoma, WA'",.,keywords
11/15/2020,RonDeSantisFL marcorubio SenRickScott Florida over 10k corona cases again yesterday Inept incompetent or in denial Which is it gentlemen You have failed Florida and you have failed America Resign now DeathSantis COVID19 coronavirus,b'kenny_nap',"b'Ft Lauderdale, FL'",.,keywords
11/15/2020,Called my gram for her bday and just talking to her after so long just made my day corona go away so I can go visit my gram,b'sarahk3223',"b'Orlando, FL'",.,keywords
11/15/2020,Me having fun in February and then corona hits the world,b'Michiixx',b'\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xa7\xf0\x9f\x87\xa7\xf0\x9f\x87\xac\xf0\x9f\x87\xa7\xf0\x9f\x87\xa8\xf0\x9f\x87\xba\xf0\x9f\x87\xae\xf0\x9f\x87\xb3',.,keywords
11/15/2020,Really proud boy and people need to stay home Spreading hate violence and the Corona Virus,b'valligirl91',b'Verdi NV',.,keywords
11/15/2020,cyberflash13x LuvsKitties metamorphicae NTrexit manningm88 cedfunches I mean if you dont eat cows then no one must eat cows right I mean you dont wear a mask and you dont catch corona,b'MattMcCollum68',"b'Pittsburgh, PA'",.,keywords
11/15/2020,Hahahaha this country is going to hell Its only gonna get worse and Im not even talking about corona virus,b'Nate_Stevens44',b'Pennsylvania',.,keywords
11/15/2020,Just stop hanging out with people outside your home Your ever expanding corona pod is not safe stop lying to yourself and limit the number of people youre socializing with No parties No gatherings It sucks but your exceptions are killing people,b'sharethecities',"b'Seattle, WA'",.,keywords
11/15/2020,I mean my best friends dad is in the hospital for corona now and 245000 people have died from it in the US but suuuureeee stick to your its a political game bullshit,b'Frappe_Monster',b'',.,keywords
11/15/2020,Woke up to this in the family gc My Trumpy dad is blocked so idk what kind of nonsense he was spewing after seeing what my brothers said it was the last straw I blocked them all Every single one of my good friends have had their family infected by corona and I lost two jobs,b'Frappe_Monster',b'',.,keywords
11/15/2020,Really Id think they bout to go down since if Corona and another lock down,b'TheyHateNoel',b'DTX',.,keywords
11/15/2020,Garbage filth and human excrement on the sidewalk near the pink triangle park Corona Heights D8,b'PoopScoopSF',"b'San Francisco, CA'",.,keywords
11/15/2020,CmooreTruth TamaraItalian samvinograd GSAEmily JoeBiden SpeakerPelosi They are not doing that At least not yet And every day that goes by puts them in a deeper hole particularly on the corona virus and national security,b'chrisacarlisle',"b'Minneapolis, Minnesota'",.,keywords
11/15/2020,Every day I get dressed and wonder if Ill catch Corona It seems inevitable at this point unfortunately 2020 is scary,b'MrsMobley5',b'',.,keywords
11/15/2020,JoeBiden Mia66158917 Thank you very much since I was drafted in the Army and served my country with pride for 2 years and now Im just going through life right now enjoying myself even though there is a major problem with the corona virus in the USA Hope U can fix it,b'MarkJam32511785',"b'Shreveport, LA'",.,keywords
11/15/2020,How Can you send ballots to people when they have Moved in groves especially in the northeast United Van Lines has the records on them from all over the Country And so many have died from Corona Something is very fishy I know,b'horace19611',"b'Sarasota, FL'",.,keywords
11/15/2020,ninaanniee Hahaha its a dirty game Add Corona and it gets filthy,b'awthentix',"b'Washington, USA'",.,keywords
11/15/2020,Were celebrating the holidays at home this year with CoronaPremier Enter the sweepstakes to win 1000 from Corona Premier Be sure to stock up on your favorite style from the Corona family at Walmart and Circle K,b'srperrott',"b'Daytona Beach, FL'",.,keywords
11/15/2020,Well Republicans were saying the Corona Virus would disappear after the election Actually its gotten worse and what is POTUS doing Blocking and obstruction of information to the new covid response team and the incoming President Wake up to this Dictator,b'afentanes',"b'USA, Texas'",.,keywords
11/15/2020,WattersWorld You should change your name to CheapTrumpPropaganda In life you win or you lose He lost because of his handling of Corona and because he generated a racial division in the country We spoke we won stop crying,b'elcondek',"b'Miami, EEUU'",.,keywords
11/15/2020,The Corona virus myth is fraud Yes we must wear masks and wash hands and keep distance to prevent spread but Mega doses of vitamin C is an effective way to kill a virus in your blood See Jonathan V Wright MD Search Klenner and Cathcart No one need die from COVID,b'poorRichardpau1',b'',.,keywords
11/15/2020,FOX13News They better worry about the Corona virus thats too close to comfort and it was million of them and a lot of them didnt even have a on praying for their family do not contact the virus,b'annetteI3ay',b'',.,keywords
11/15/2020,kayleighmcenany realDonaldTrump Why do you lie One million Are you kidding Are these the same calculators you use to count the dead from corona virus cause you need your eyes checked and your calculator thrown out,b'TraceyTalker',"b'Fallston, MD'",.,keywords
11/15/2020,This proves that Corona is just the seasonal flu and we can open back up now,b'alexstein99',"b'Dallas, TX'",.,keywords
11/15/2020,taylorndean And spread holiday spirit no Corona,b'Gamer_X_Gen',"b'Fairfax, CA'",.,keywords
11/15/2020,Corona update my uncle was incubated today Doesnt look good Please life him and his entire family up in prayers,b'analydiamonaco',"b'\xc3\x9cT: 34.03556,-118.43963'",.,keywords
11/15/2020,Me I cant even have my youngest come over and he just lives in Corona Its too scary I miss both of my sons who dont live with me but its not worth it for any of us My sons girlfriend has underlying conditions as do I,b'SueG907',"b'Diamond Bar, CA'",.,keywords
11/15/2020,So here is my prediction Kids get the common cold all the time and that is the corona virus So even if we get clear of covid19 we will never clear positive cases for the corona virus in democratic minds Trump is right to push on and open the country realDonaldTrump,b'holt999',"b'Florida, USA'",.,keywords
11/15/2020,chuycisneros74 I needed to catch my breath This aint corona Its a random strong craft beer and i just blew thru 12 dollars cus of you,b'Ovaltinej3nkins',b'California. Bitch.',.,keywords
11/15/2020,I DID THE CORONACHOP Bye bye nine inches This is the first time Ive donated my hair and it sure feels good locksoflove locksofloveofficial San Diego California,b'brittanyperro',"b'Boston, MA'",.,keywords
11/15/2020,sigalert carpool and left lanes are closed due to an accident involving a motorcyclist in Corona on 91 SR91 Riverside Fwy EB at I15 stopped traffic back to Auto Ctr DrSerfas Club Dr LAtraffic,b'TotalTrafficLA',b'Southern California',.,keywords
11/15/2020,Carpool and left lanes are closed due to an accident involving a motorcyclist in Corona on 91 SR91 Riverside Fwy EB at I15 stopped traffic back to Auto Ctr DrSerfas Club Dr LAtraffic,b'TotalTrafficLA',b'Southern California',.,keywords
11/15/2020,For public healththe wellbeing safety protection of our congregation and community from the spread of corona virus inperson Sunday services are presently suspended Please join in online 930am Sundays via Facebook live streaming on this pagegroup,b'WinchesterFPC',"b'Winchester, IN, USA'",.,keywords
11/15/2020,Crazy shit about corona out of all the mask and hand sanitizer going around the virus rates go up faster,b'RealRuge',"b'Tampa, FL'",.,keywords
11/15/2020,There is a 15 drop in the corona virus count today as compared to yesterday in America but number is still very high Pray to god for more drop on a daily basis Let us wait and see if my prayers are answered,b'rukhsana3',b'Cordova Tn',.,keywords
11/15/2020,Apparently there is no correlation between salary and common senseNeed proof Watch college football coaches wear masks around their chinsAt least their chins wont get Corona,b'dushom',"b'Indianapolis, IN'",.,keywords
11/15/2020,Am I the only one who feels like 2018April 2020 just didnt happen Like it was New Years 2018 Woo and then BAM Corona Virus and Cheeto man is telling people the post office is bad,b'KayTheWall',b'Lost ',.,keywords
11/15/2020,Hosted a shred fest earlier at Hinton Park so Dorie Miller and Meadow Manor residents as well as other neighbors could shred their documents and papers safely and for free Thank you East ElmhurstCorona Civic Association for partnering with us HintonPark ShredEvent,b'FranciscoMoyaNY',"b'South Corona, Queens'",.,keywords
11/15/2020,VicG321 Yeah bruh Before quarantine started i was waiting on that shit it would always say Season 2 coming 2020 Then middle of quarantine shit disappears and i google and said because of corona Man fuck that if they can bring back Outer Banx they can bring back that,b'MagicMarkee',"b'Orlando, FL'",.,keywords
11/15/2020,Sadly my sister and I just predicted another 150000 Covid19 deaths by NewYearsDay probably 200000 by JoeBidens inauguration dayI hope were wrong realDonaldTrump MikePence the Corona TaskFarce and the GOP have failed the American people on a truly epic level,b'charliethevern',"b'ICT Metro, Kansas'",.,keywords
11/15/2020,DopeMindedShit My old hairstylist stole my first pair before Corona and one of my nephews just stole my other pair when I was home smh,b'DOGAMUSPRIME',"b'Tinseltown, CA'",.,keywords
11/15/2020,I just did all of Erics homework because Im bored and he has no idea Corona get out of my body,b'vanelyysanchezz',"b'Miami, FL'",.,keywords
11/15/2020,realDonaldTrump Corona Virus surges across the United States while Donald Trump engages in dinner theatre and goes golfing,b'altakaker',b'',.,keywords
11/15/2020,They cant cure a common cold and yall think this vaccine that isnt out of the trial phase gone cure corona Yall do remember gates owns the patent for corona and him n Faucci are to make millions when this rolls out,b'EB_650',"b'MTN. VIEW, BAY AREA, NORCAL'",.,keywords
11/14/2020,Got the flu vaccine today finallyDefinitely do not want to fight both influenza and corona,b'RobotTaylor',"b'Fremont, CA, USA'",.,keywords
11/14/2020,dodgerkev Lolololol omg I bought corona and limes which I rarely do But I cracked a black cherry white claw just now Was in the mood for something refreshing,b'MamaB2485',"b'Florida, USA'",.,keywords
11/14/2020,Corona have to stop man I drove all the way to Walmart I thought my mask is in my car and guest what its not even in my car I forgot it at home MaskUpAmerica Walmart,b'ghentemicael',"b'Florida, USA'",.,keywords
11/14/2020,at a Mexican restaurant in saugerties and my dad ordered a corona but did NOT say hold the virus I am relieved but also concerned he passed up such an easy dad joke,b'Danno2430',"b'Brooklyn, NY'",.,keywords
11/14/2020,markpoloncarz They should do a rain dance and get rid of the corona,b'asusi1673',"b'Hamburg, NY'",.,keywords
11/14/2020,How do I report my neighbors for having a huge party and breaking corona gathering restrictions,b'TessierZackery',b'He/him',.,keywords
11/14/2020,Great time at yesterdays sold out show with my brother Paul Rodriguez and other great comics Great job SO AZ Promotions Thank you Arizona Rancho Corona,b'JoeyMedinaComic',"b'iPhone: 40.703480,-74.017593'",.,keywords
11/14/2020,not gonna lie i skated these like pre corona and they were fried but i took them to the cobbler on the corner and holy cow its fucking brilliant,b'em0daddy666',b'666 ',.,keywords
11/14/2020,Nigerians who go to clubs and spots in lagos and other bubbly states where they dont do temperature checks i have to hail yall Owna dey play Russian roulette with owna life in this new phase of the Corona Virus A friend of mine just said forget that thing when i asked if,b'BikinDoB',b'God ways',.,keywords
11/14/2020,This one of the problems with the United States A flu is caused by and Influenza virus where as COVID19 is caused by a Corona virus These are the same people that believe antibacterial solutions will kill a virus This is why we are number on in infections and death,b'michelleX2plus',"b'Paradise, NV'",.,keywords
11/14/2020,cdess I did and now Im cured of the novel corona virus,b'crushedambien',"b'Houston, TX'",.,keywords
11/14/2020,theresistor realDonaldTrump NYGovCuomo Yea record number of testing you know whats funny My wife got corona had a headache and sinus infection At the same time my boss got it same then the rest of my shop got it we didnt even knowfeel to take a day off Its bullshit and now were all immune Stop,b'Dave53688483',b'',.,keywords
11/14/2020,People are def wildin right now I seen this lady jogging right down 5th ave barefoot shorts and no mask wtf is wrong with yuh crazy corona spreading ass,b'twogunz81',b'Brooklyn',.,keywords
11/14/2020,Accident two lanes blocked in WestHempstead on The Southern St Pkwy EB between Hempstead AveX17 and Eagle AveX18 stopped traffic back to Corona AveX15 traffic,b'TotalTrafficNYC',b'New York City & New Jersey',.,keywords
11/14/2020,Watch the GOP nuke the filibuster to pass another corona bill bc they cant get to 60 votes but have Lisa Susan and Mitt and thats all they really need in a functioning senate,b'devansr12',"b'Minneapolis, MN'",.,keywords
11/14/2020,02 death rate bluhd people died people will die and we allgone die sooner or later but if you wanna be sacred for the rest ofyo life about corona thats on you take the precautions boost your immune system and if you at risk stay up ass home its a PLANDEMIC,b'EB_650',"b'MTN. VIEW, BAY AREA, NORCAL'",.,keywords
11/14/2020,the way this corona spike hitting has the bnb app shook and wont let me book places,b'Georgsco',b'atlanta',.,keywords
11/14/2020,lollypercocet I was literally thinking about it all freaking day like fudge but these kids and corona my skin feels bare and my heart too without u,b'skizzle_113',b'beginner business woman \xf0\x9f\x92\xb0',.,keywords
11/14/2020,PhantasyPhiend revmagdalen Video of these marchers should be used to deny insurance and hospitalization for corona related treatments,b'ActiveHomeRenew',"b'Riverdale Park, MD'",.,keywords
11/14/2020,Fakes corona in fear of Mac Jones and Devontae Smith dropping 50 on their 23 asses,b'Mayagarza21',"b'Tuscaloosa, AL'",.,keywords
11/14/2020,atmosphere He definitely brings up a valid point but I think the eventual corona vaccine will have to clear a number of hurdles from unbiased people like Dr Fauci Im definitely not going to be first in line but if people like Drs Fauci Birx and Osterholm give it the green light Im good,b'MIke_Dragich',"b'Minneapolis, MN'",.,keywords
11/14/2020,AZartologist I need help packing Frank works 12 hour days six days a week so he cant help Thank GOD I did all the cleaning and organizing during Corona so theres less stuff,b'analydiamonaco',"b'\xc3\x9cT: 34.03556,-118.43963'",.,keywords
11/14/2020,hilaryluros Doctor TO take care of corona virus patients as he has the best experience And is better then all the doctors,b'chris_schaufert',b'',.,keywords
11/14/2020,umairh Yes Being close to China helps Laos Cambodia Myanmar all have low deaths Further away from China the more deaths from Covid Its not cultural its biology and Corona virus exposure,b'achalaugustine',"b'Dallas, TX'",.,keywords
11/14/2020,How do I make people rub more than 2 brain cells together to figure out that restaurants closing at 10pm is not because CoRoNA iS nOcTuRnAl but actually to give restaurants time to properly sanitize and to cut back on crowded nightlife shenanigans,b'Bridget_With1T',b'',.,keywords
11/14/2020,What a blast taking gcsgridiron Gridiron Friday Night down to Gila Valley for the SaffordThatcher game last night Thanks Toni Corona and radioguyaz99,b'KevinMcCabeHHF',b'',.,keywords
11/14/2020,How many maskless idiots infecting each other today And 175k people were diagnosed yesterday in the whole US WTF How can so many paranoid people be obsessed with conspiracy theories be so not concerned with their well being Is the Corona virus not an obvious threat,b'Cocoxochitl',b'Los Angeles',.,keywords
11/14/2020,No better way to enjoy a Saturday than with a Coco Corona and a house blend by kingcoronaybor yborcity kingcoronacigars xikar King Corona Cigars and Cafe,b'Ringlardner27',b'',.,keywords
11/14/2020,monnakll BowlofWorcel DonaldJTrumpJr For one stop using alternative factsThe Left didnt dump corona patients into Nursing homesthat is a far stretch of the truth and a total spin job Im sure you wont take the time to look at all the facts on this topic but noone got ramdomly dumped in Nursings homes,b'KevinSt58399754',"b'Savannah, GA'",.,keywords
11/14/2020,Every since the corona virus started I really did become a loner and introvertI dont go nowhea and dont be trying too at all,b'Richgaljas',"b'Chicago, IL'",.,keywords
11/14/2020,Americans think asking 5 safety questions can predict corona and thats like 15 of the reason were getting 200000 cases a day,b'labubbakeith',b'',.,keywords
11/14/2020,The Hills are not canceling Thanksgiving or Christmas because of the curious Corona spike Thankfully Regeneron treatments and Pfizers etc vaccines are here so everyone ABSOLUTELY SHOULD do their annual get togethers KCMO GovParsonMO,b'Joshua_S_Hill',"b'Kansas City, MO'",.,keywords
11/14/2020,Corona getting worse and we just chilling ion like det,b'christahjay',b'North Dallas',.,keywords
11/14/2020,Jesus its not even a curve anymore its a straight line up Were almost at 200000 corona cases in a single DAY Why is the whole country not locked the fcck down Why are kids going back to school Why is Trump still golfing and tweeting typos instead of doing his job,b'Frappe_Monster',b'',.,keywords
11/14/2020,robertspalding Yes US failed with corona virus and the entire world failed with it too What the election doing now is to throw out the right leader but to admit a wrong one who may make the failure even more failed To be clear u got no winwin with CCP When they win u lose,b'YingHua56109085',"b'Katy, TX'",.,keywords
11/14/2020,Obs509 CaslerNoel PSin2020 Not named for places of origin And further we knew about Corona year end 2019 He was informed by previous administration and he knew it was here and did nothing This is his virus,b'BrookeKeeton5',b'',.,keywords
11/14/2020,dimi1c Q13FOX I absolutely love social media and how easy it is to get a reaction from idiotsEndless entertainmentJust mention Corona Virus or stayathome ordersOMGSo thanks,b'UMADBRO2587',"b'Washington, USA'",.,keywords
11/14/2020,I absolutely love social media and how easy it is to get a reaction from idiotsEndless entertainmentJust mention Corona Virus or stayathome ordersOMG,b'UMADBRO2587',"b'Washington, USA'",.,keywords
11/14/2020,GovInslee KingCountyWA Time for a return of stayathome orders GovInslee Just like it was back in March if not more severeThe Corona Virus Pandemic is worse now than its ever beenNot to mention were now in Fall and headed into WinterYes it sucks but its necessary and important,b'UMADBRO2587',"b'Washington, USA'",.,keywords
11/14/2020,Champagnemoons Mango and raspberry tend to be my favorites but the strawberry is good with the corona in it,b'alisadaniellec',b'Indiana',.,keywords
11/14/2020,This is how realDonaldTrumps winning the White House is goinglaughable and sad Still no plan for corona killing 1400 per day Hes a mass murderer Yet hes golfing I admit Im mystified,b'kellnerjolene1',"b'Chicago, IL'",.,keywords
11/14/2020,22 become crazy psychotic zombies Then they come to earth and begin a whole World War Z scenario And all this would stem from the Corona Virus,b'TwoCount_Lentz',"b'Grind City, USA '",.,keywords
11/14/2020,Imagine being in a coma and waking up to corona,b'flores_ilan',"b'Raleigh, NC'",.,keywords
11/14/2020,Imagine all these dumbasses donating their life savings to Roger Stoned Thief Bannon CoRona McDaniel and Conald Trump Smdh,b'Nowhereurgoin',b'United States',.,keywords
11/14/2020,Tomorrow a nameless person will be added to the COVID19 death tallyshe died of COVID19 today and was someones caring thoughtful and hardworking aunt who gave everything to her family she was my aunt Covid19 COVID19 Corona WearAMask stopbeingselfish,b'trishajackson',"b'Harrisburg, OR'",.,keywords
11/14/2020,My family of 5 all got sick with what seems like the flu All 5 of us got tested One person tested positive Its very odd we ALL got sick with the same symptoms living in the same home all at the same time and only 1 of us got the corona Isnt it extremely contagious,b'iTeshia',b'Not there nor here! ',.,keywords
11/14/2020,FoxNews Kelly Loefller and David Perdue hold super spreader event FOX says nothing and for months FOX called Corona Virus a hoax,b'macattack_mr',b'Virginia',.,keywords
11/14/2020,Yall the flu and corona gonna have a baby and kill us all lol,b'modern_hipyie',"b'New Orleans, LA'",.,keywords
11/14/2020,When the rest of America was still figuring out the potential danger of the Corona Virus Kelly Loeffler and Sen Perdue were selling their hospitality stocks,b'macattack_mr',b'Virginia',.,keywords
11/14/2020,No kidding Sad really We chose to stay home and have a candy hunt in the house The kids still got plenty of candy and we were safe COVID19Coronacoronavirus,b'rgraves22',b'San Diego',.,keywords
11/14/2020,thehill QUIT BLAMING DEMOCRATS THIS PANDEMIC IS ON THE GOP AND TRUMP 243000 DEAD AMERICANS want to know why the President and GOP let the United States Down and Covid19 Corona Virus is Running Rampant Again,b'FULLLTOY1',b'Anaheim California',.,keywords
11/14/2020,RealBluEEaZY MikeRomeWWE And a very cool guy I hope I meet MikeRomeWWE some day after all this corona is over,b'TiffWrestling',b'Fan Account',.,keywords
11/14/2020,Oh no its 10pm Everyone in New York get in your houses and lock your windows and doors Corona is out getting everybody now Just as our dicktaster NYGovCuomo Whoops I meant dictator,b'Rwilliams205',"b'New Baltimore, NY'",.,keywords
11/14/2020,I read tarot stars charts cards auras energies amp soon to be bones and palms you can read anything bc everything has energy scorpiorising amp my Venus is in I am hot water and BLACK ICE WE WRITE RESUMES AND ITS CORONA UNEMPLOYMENT,b'andreaisawriter',b'Quarantined',.,keywords
11/14/2020,vadra1974 PoliticsUncens1 Well the most recent and obvious is his failure to contain the corona virus Yes,b'VicMalley',b'United States',.,keywords
11/14/2020,Join us week nights 830 PM PST for an hour of laughter and encouragement link in bio LiveWithNaz bellylaughs facebook Corona California,b'Nazzman',b'',.,keywords
11/14/2020,68 days until January 20 is more than enough time for 45 to finish wrecking the economy 500000 Americans to die from corona that he botched orchestrate a civilwar oversee foodfights stimulate a racewar and attempt a full out coupWAKEUPAMERICATAKEHISKEYS,b'GRJnTruth',"b'Washington, DC'",.,keywords
11/14/2020,PhilMurphyNJ So Corona goes to sleep between 10 pm and 5am if not in a restaurant bar supermarket or Go Go bar CancelTheLockdown bub,b'realangryblack',"b'Hackensack, NJ'",.,keywords
11/13/2020,MattRheaPhD What You remembered wordswin Now answer my texts All I get is crickets and stay corona free and keep piling up those Ws,b'bighousepower',"b'Clemmons, North Carolina'",.,keywords
11/13/2020,We are the Fisher bite and reotherwise the brain for the cure of corona Barris and burn your corner to crossroads Cancer events today it is official and other things we accomplished we will look back and say I have a dreamThat we are friends and we bring ever a victory,b'MacabeScales',b'',.,keywords
11/13/2020,President Trump did a great job in developing corona virus vaccines in such a short time He and his team deserve the credit and appreciation The private sector will always do a better job than any government sponsored projects,b'rukhsana3',b'Cordova Tn',.,keywords
11/13/2020,andreaswood mattgaetz TiffanyATrump Dude you either face this corona virus get it and get over it like most of my family in Sweden have done ages 85 to 9 years old or stay in the basement let the rest carry on work and provide for the cowards and the elderly,b'carina_strom',"b'Osage Beach, MO'",.,keywords
11/13/2020,My nail tech got sent home by Howard bc of Corona and aint come back Ive been in agony since,b'kirasimsimma',b'DC',.,keywords
11/13/2020,Schools are shutting down again and Im currently unemployed yet again Fuck corona seriously,b'gaksssss',"b'Queens, NY'",.,keywords
11/13/2020,Where can I sit and read and not get corona ideally not my house plz help,b'ALTibbits',b'Los Angeles',.,keywords
11/13/2020,UH REALLY WANT ME TO GO TO CAMPUS AND CATCH CORONA,b'hssdam',"b'Houston, Texas.'",.,keywords
11/13/2020,MysterySolvent Hes messed up Corona virus can be controlledWith drugs apparently for A certain amount of time but at An extreme cost over allAnd thats the Bright sideHe aint well May go straight to hell,b'GrantNoland',"b'Beverly1, Chicago'",.,keywords
11/13/2020,2 months and corona could be gone forever but you selfish mfrs rather go to the bar and gym and have corona around forever,b'TheeAriGold',"b'The Bronx, NY'",.,keywords
11/13/2020,How great are you AmericaAnnouncing a vaccine for Corona and here is the secret of its sustainability,b'factiniraq',b'\xd8\xa7\xd9\x85\xd8\xb1\xd9\x8a\xd9\x83\xd8\xa7- \xd9\x83\xd9\x84\xd9\x8a\xd9\x81\xd9\x88\xd8\xb1\xd9\x86\xd9\x8a\xd8\xa7',.,keywords
11/13/2020,They say they dont hear enough about Corona Virus President briefs and all the media complains about is he didnt take questions about Biden Unreal media is a joke,b'BirkheadRobert',b'',.,keywords
11/13/2020,Its 111320 and corona still here,b'Thestylishrebel',"b'New Orleans, LA'",.,keywords
11/13/2020,So the corona vaccine and the flu shot u get the flu shot and maybe it works and maybe you get sick right Will corona one be different or the same,b'jamesneilrox',b'Megalopilis',.,keywords
11/13/2020,Yall said Corona would disappear after the election Look at corona still here and beating our ass,b'Bos_Laflare',b'Dominica \xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbe Boston',.,keywords
11/13/2020,LuMerriam Yes please include a chapter about a walk down roosevelt from corona to sunnyside just did part of one today and boy its hectic but makes me happy,b'katiasportela',b'NYC ',.,keywords
11/13/2020,LindseyGrahamSC NRSC Perduesenate KLoeffler Time to concede President Joe Biden and Vice President Kamala Harris won the election by a landslide 306 to 232 and over 5M more popular votes Trump is now a National Security Danger and so bad for our country Corona Virus is surging and Trump is impeding any containment,b'altakaker',b'',.,keywords
11/13/2020,Q dop Joe Biden will be president Jan 20 2021Kamala Harris will be vice president Jan 20 2021 This will mark the defeat of two deadly viruses corona and trump The storm is a all thunder no lightning,b'markcubsfan',b'dayton oh',.,keywords
11/13/2020,GeraldoRivera realDonaldTrump GeraldoHe is NOT a realist He lost the election by a landslide 306 to 232 exact as last time when HE called it a landslide Corona Virus is surging more cases hospitalizations and deaths than ever before amp he has NO accomplishments TIME TO CONCEDE BIDENHARRIS,b'altakaker',b'',.,keywords
11/13/2020,I just dont understand why the US Justice Department cant bring a suit against Trump for CRIMINAL NEGLIGENCE for the 250000 lives that have been lost from his inability and refusal to take appropriate Federal action against the Corona Virus when it first came to his attention,b'dana_domeyer',"b'Delray Beach, FL'",.,keywords
11/13/2020,Yall made my childhood so beautiful and creative Thank you for helping to expand my mind,b'corona_shell',"b'FORT WORTH, TX '",.,keywords
11/13/2020,I just got sent a check for 80 for doing one of those TAMUPV surveys about the election and corona Chile I was expecting 10 but thank yall,b'cashmoneykyra',b'',.,keywords
11/13/2020,myfinewords CindyProUSA Right so Biden can abort more babies raise our taxes thru the roof take all of our guns away and kiss and makeup with those nice Chinese Corona,b'Harryzokay',"b'Oklahoma, USA'",.,keywords
11/13/2020,Corona Virus explained in craft terms you and 9 friends are crafting 1 is using glitter How many projects have glitter,b'JFA5150',"b'Los Angeles, CA'",.,keywords
